Section,Category,Item,Easy,Average,Difficult,Remodel,Old_Work,Unit
INTERMEDIATE METAL CONDUIT (IMC),INTERMEDIATE METAL CONDUIT ELBOWS,"1 1/4""",0.2,0.25,0.3,0.33,0.36,E
INTERMEDIATE METAL CONDUIT (IMC),INTERMEDIATE METAL CONDUIT ELBOWS,"1 1/2""",0.25,0.35,0.45,0.5,0.54,E
INTERMEDIATE METAL CONDUIT (IMC),INTERMEDIATE METAL CONDUIT ELBOWS,"IMC 2""",0.4,0.5,0.6,0.66,0.73,E
INTERMEDIATE METAL CONDUIT (IMC),INTERMEDIATE METAL CONDUIT ELBOWS,"2 1/2""",0.65,0.75,0.85,0.94,1.03,E
INTERMEDIATE METAL CONDUIT (IMC),INTERMEDIATE METAL CONDUIT ELBOWS,"3""",0.8,0.95,1.1,1.21,1.33,E
INTERMEDIATE METAL CONDUIT (IMC),INTERMEDIATE METAL CONDUIT ELBOWS,"3 1/2""",1.05,1.25,1.45,1.6,1.75,E
INTERMEDIATE METAL CONDUIT (IMC),INTERMEDIATE METAL CONDUIT ELBOWS,"4""",1.35,1.65,1.95,2.15,2.36,E
INTERMEDIATE METAL CONDUIT (IMC),IMC SWEEP ELBOWS,"2""",0.55,0.7,0.85,0.94,1.03,E
INTERMEDIATE METAL CONDUIT (IMC),IMC SWEEP ELBOWS,"2 1/2""",0.8,1.0,1.2,1.32,1.45,E
INTERMEDIATE METAL CONDUIT (IMC),IMC SWEEP ELBOWS,"3""",1.05,1.3,1.55,1.71,1.88,E
INTERMEDIATE METAL CONDUIT (IMC),IMC SWEEP ELBOWS,"3 1/2""",1.3,1.6,1.9,2.09,2.3,E
INTERMEDIATE METAL CONDUIT (IMC),IMC SWEEP ELBOWS,"4""",1.5,1.9,2.25,2.48,2.72,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"1/2""",0.04,0.05,0.06,0.07,0.07,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"3/4""",0.05,0.06,0.07,0.08,0.08,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"1""",0.07,0.08,0.09,0.1,0.11,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"1 1/4""",0.09,0.1,0.11,0.12,0.13,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"1 1/2""",0.11,0.12,0.13,0.14,0.16,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"2""",0.13,0.15,0.17,0.19,0.21,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"2 1/2""",0.18,0.2,0.22,0.24,0.27,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"3""",0.22,0.25,0.28,0.31,0.34,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"3 1/2""",0.25,0.3,0.35,0.39,0.42,E
INTERMEDIATE METAL CONDUIT (IMC),COUPLINGS,"4""",0.35,0.4,0.45,0.5,0.54,E
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"1/2""",3.25,3.75,4.25,4.68,5.14,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"3/4""",3.5,4.0,4.5,4.95,5.45,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"1""",4.0,4.5,5.0,5.5,6.05,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"1 1/4""",5.5,6.0,6.5,7.15,7.87,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"1 1/2""",6.25,7.0,7.75,8.53,9.38,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"2""",7.75,8.5,9.25,10.18,11.19,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"2 1/2""",9.0,10.0,11.0,12.1,13.31,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"ALUMINUM 3""",11.0,12.0,13.0,14.3,15.73,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"3 1/2""",13.0,14.0,15.0,16.5,18.15,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"4""",15.0,16.0,17.0,18.7,20.57,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"5""",18.0,20.0,22.0,24.2,26.62,C
ALUMINUM CONDUIT,ALUMINUM CONDUIT,"6""",23.0,25.0,28.0,30.8,33.88,C
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"1/2""",0.1,0.15,0.2,0.22,0.24,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"3/4""",0.15,0.2,0.25,0.28,0.3,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"1""",0.2,0.25,0.3,0.33,0.36,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"1 1/4""",0.25,0.3,0.35,0.39,0.42,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"1 1/2""",0.3,0.35,0.4,0.44,0.48,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"2""",0.4,0.5,0.6,0.66,0.73,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"2 1/2""",0.7,0.8,0.9,0.99,1.09,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"ALUMINUM 3""",0.85,0.95,1.05,1.16,1.27,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"3 1/2""",0.9,1.1,1.25,1.38,1.51,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"4""",1.1,1.5,1.9,2.09,2.3,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"5""",1.5,2.0,2.5,2.75,3.03,E
ALUMINUM CONDUIT,ALUMINUM ELBOWS,"6""",2.25,3.0,3.75,4.13,4.54,E
ALUMINUM CONDUIT,ALUMINUM SWEEP ELBOWS,"2""",0.5,0.55,0.6,0.66,0.73,E
ALUMINUM CONDUIT,ALUMINUM SWEEP ELBOWS,"2 1/2""",0.8,0.9,1.0,1.1,1.21,E
ALUMINUM CONDUIT,ALUMINUM SWEEP ELBOWS,"3""",0.95,1.05,1.15,1.27,1.39,E
ALUMINUM CONDUIT,ALUMINUM SWEEP ELBOWS,"3 1/2""",1.1,1.2,1.3,1.43,1.57,E
ALUMINUM CONDUIT,ALUMINUM SWEEP ELBOWS,"4""",1.5,1.7,1.85,2.04,2.24,E
ALUMINUM CONDUIT,ALUMINUM SWEEP ELBOWS,"36"" RADIUS 5""",2.15,2.4,2.65,2.92,3.21,E
ALUMINUM CONDUIT,ALUMINUM SWEEP ELBOWS,"SWEEP 6""",3.1,3.5,3.85,4.24,4.66,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"1/2""",0.04,0.05,0.06,0.07,0.07,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"3/4""",0.05,0.06,0.07,0.08,0.08,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"1""",0.07,0.08,0.09,0.1,0.11,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"1 1/4""",0.09,0.1,0.11,0.12,0.13,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"1 1/2""",0.11,0.12,0.13,0.14,0.16,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"2""",0.13,0.15,0.17,0.19,0.21,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"ALUMINUM 2 1/2""",0.18,0.2,0.22,0.24,0.27,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"3""",0.22,0.25,0.28,0.31,0.34,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"3 1/2""",0.25,0.3,0.35,0.39,0.42,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"4""",0.35,0.4,0.45,0.5,0.54,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"5""",0.4,0.5,0.6,0.66,0.73,E
ALUMINUM CONDUIT,ALUMINUM COUPLINGS,"6""",0.5,0.6,0.7,0.77,0.85,E
CONDUIT BENDING,FIELD BEND ( BY HAND ),"1/2""",0.04,0.05,0.06,0.07,0.07,E
CONDUIT BENDING,FIELD BEND ( BY HAND ),"3/4""",0.06,0.07,0.08,0.09,0.1,E
CONDUIT BENDING,FIELD BEND ( BY HAND ),"1""",0.09,0.1,0.12,0.13,0.15,E
CONDUIT BENDING,FIELD BEND ( HAND MECHANICAL ),"1/2""",0.04,0.05,0.06,0.07,0.07,E
CONDUIT BENDING,FIELD BEND ( HAND MECHANICAL ),"3/4""",0.06,0.07,0.08,0.09,0.1,E
CONDUIT BENDING,FIELD BEND ( HAND MECHANICAL ),"1""",0.07,0.08,0.1,0.11,0.12,E
CONDUIT BENDING,FIELD BEND ( HAND MECHANICAL ),"1 1/4""",0.1,0.12,0.14,0.16,0.17,E
CONDUIT BENDING,FIELD BEND ( HAND MECHANICAL ),"1 1/2""",0.12,0.14,0.17,0.18,0.2,E
CONDUIT BENDING,FIELD BEND ( HAND MECHANICAL ),"2""",0.17,0.2,0.24,0.26,0.29,E
CONDUIT BENDING,FIELD BEND ( ELECTRO MECHANICAL ),"1/2""",0.03,0.04,0.05,0.05,0.06,E
CONDUIT BENDING,FIELD BEND ( ELECTRO MECHANICAL ),"3/4""",0.05,0.06,0.07,0.08,0.09,E
CONDUIT BENDING,FIELD BEND ( ELECTRO MECHANICAL ),"1""",0.06,0.07,0.08,0.09,0.1,E
CONDUIT BENDING,FIELD BEND ( ELECTRO MECHANICAL ),"1 1/4""",0.09,0.1,0.12,0.13,0.15,E
CONDUIT BENDING,FIELD BEND ( ELECTRO MECHANICAL ),"1 1/2""",0.1,0.12,0.14,0.16,0.17,E
CONDUIT BENDING,FIELD BEND ( ELECTRO MECHANICAL ),"2""",0.14,0.16,0.19,0.21,0.23,E
CONDUIT BENDING,FIELD BEND ( ELECTRO HYDRAULIC ),"2""",0.21,0.25,0.3,0.33,0.36,E
CONDUIT BENDING,FIELD BEND ( ELECTRO HYDRAULIC ),"2 1/2""",0.3,0.35,0.42,0.46,0.51,E
CONDUIT BENDING,FIELD BEND ( ELECTRO HYDRAULIC ),"3""",0.38,0.45,0.54,0.59,0.65,E
CONDUIT BENDING,FIELD BEND ( ELECTRO HYDRAULIC ),"3 1/2""",0.47,0.55,0.66,0.73,0.8,E
CONDUIT BENDING,FIELD BEND ( ELECTRO HYDRAULIC ),"4""",0.55,0.65,0.78,0.86,0.94,E
CONDUIT BENDING,FIELD BEND ( ELECTRO HYDRAULIC ),"5""",0.68,0.8,0.96,1.06,1.16,E
CONDUIT BENDING,FIELD BEND ( ELECTRO HYDRAULIC ),"6""",0.81,0.95,1.14,1.25,1.38,E
CONDUIT BENDING,PVC CONDUIT,"1/2""",2.25,2.5,2.75,3.03,3.33,C
CONDUIT BENDING,PVC CONDUIT,"3/4""",2.3,2.6,2.85,3.14,3.45,C
CONDUIT BENDING,PVC CONDUIT,"1""",2.5,2.75,3.0,3.3,3.63,C
CONDUIT BENDING,PVC CONDUIT,"1 1/4""",2.5,2.8,3.1,3.41,3.75,C
CONDUIT BENDING,PVC CONDUIT,"1 1/2""",2.6,2.9,3.2,3.52,3.87,C
CONDUIT BENDING,PVC CONDUIT,"2""",2.7,3.0,3.3,3.63,3.99,C
CONDUIT BENDING,PVC CONDUIT,"2 1/2""",2.9,3.25,3.6,3.96,4.36,C
CONDUIT BENDING,PVC CONDUIT,"3""",3.05,3.4,3.75,4.13,4.54,C
CONDUIT BENDING,PVC CONDUIT,"3 1/2""",3.25,3.6,3.95,4.35,4.78,C
CONDUIT BENDING,PVC CONDUIT,"4""",3.4,3.8,4.15,4.57,5.02,C
CONDUIT BENDING,PVC CONDUIT,"5""",3.8,4.2,4.6,5.06,5.57,C
CONDUIT BENDING,PVC CONDUIT,"6""",4.3,4.8,5.3,5.83,6.41,C
CONDUIT BENDING,PVC CONDUIT,"1/2""",0.04,0.05,0.06,0.07,0.07,E
CONDUIT BENDING,PVC CONDUIT,"3/4""",0.04,0.06,0.07,0.08,0.08,E
CONDUIT BENDING,PVC CONDUIT,"1""",0.07,0.08,0.09,0.1,0.11,E
CONDUIT BENDING,PVC CONDUIT,"1 1/4""",0.08,0.1,0.12,0.13,0.15,E
CONDUIT BENDING,PVC CONDUIT,"90º ELBOW 1 1/2""",0.08,0.1,0.12,0.13,0.15,E
CONDUIT BENDING,PVC CONDUIT,"2""",0.12,0.15,0.17,0.19,0.21,E
CONDUIT BENDING,PVC CONDUIT,"2 1/2""",0.12,0.15,0.17,0.19,0.21,E
CONDUIT BENDING,PVC CONDUIT,"3""",0.16,0.2,0.23,0.25,0.28,E
CONDUIT BENDING,PVC CONDUIT,"3 1/2""",0.16,0.2,0.23,0.25,0.28,E
CONDUIT BENDING,PVC CONDUIT,"4""",0.2,0.25,0.28,0.31,0.34,E
CONDUIT BENDING,PVC CONDUIT,"5""",0.3,0.35,0.39,0.43,0.47,E
CONDUIT BENDING,PVC CONDUIT,"6""",0.45,0.5,0.55,0.61,0.67,E
CONDUIT BENDING,PVC CONDUIT,"1/2""",0.05,0.06,0.07,0.08,0.08,E
CONDUIT BENDING,PVC CONDUIT,"3/4""",0.07,0.08,0.09,0.1,0.11,E
CONDUIT BENDING,PVC CONDUIT,"1""",0.09,0.1,0.11,0.12,0.13,E
CONDUIT BENDING,PVC CONDUIT,"1 1/4""",0.11,0.13,0.14,0.15,0.17,E
CONDUIT BENDING,PVC CONDUIT,"1 1/2""",0.11,0.13,0.14,0.15,0.17,E
CONDUIT BENDING,PVC CONDUIT,"2""",0.17,0.19,0.21,0.23,0.25,E
CONDUIT BENDING,PVC CONDUIT,"2 1/2""",0.17,0.19,0.21,0.23,0.25,E
CONDUIT BENDING,PVC CONDUIT,"30º 45º ELBOW 3""",0.23,0.25,0.28,0.3,0.33,E
CONDUIT BENDING,PVC CONDUIT,"3 1/2""",0.23,0.25,0.28,0.3,0.33,E
CONDUIT BENDING,PVC CONDUIT,"4""",0.28,0.31,0.34,0.38,0.42,E
CONDUIT BENDING,PVC CONDUIT,"5""",0.39,0.44,0.48,0.53,0.58,E
CONDUIT BENDING,PVC CONDUIT,"6""",0.56,0.63,0.69,0.76,0.83,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"1/2""",0.06,0.08,0.09,0.09,0.1,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"3/4""",0.08,0.09,0.11,0.12,0.14,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"1""",0.11,0.13,0.14,0.15,0.17,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"1 1/4""",0.14,0.16,0.17,0.19,0.21,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"1 1/2""",0.14,0.16,0.17,0.19,0.21,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"90º ELBOW 2""",0.21,0.23,0.26,0.28,0.31,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"SWEEP 2 1/2""",0.21,0.23,0.26,0.28,0.31,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"3""",0.28,0.31,0.34,0.38,0.42,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"3 1/2""",0.28,0.31,0.34,0.38,0.42,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"4""",0.35,0.39,0.43,0.47,0.52,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"5""",0.49,0.55,0.6,0.66,0.73,E
CONDUIT BENDING,PVC SWEEP ELBOWS,"6""",0.7,0.78,0.86,0.95,1.04,E
PVC FITTINGS,PVC COUPLINGS,"1/2""",0.02,0.03,0.04,0.04,0.04,E
PVC FITTINGS,PVC COUPLINGS,"3/4""",0.03,0.04,0.05,0.05,0.06,E
PVC FITTINGS,PVC COUPLINGS,"1""",0.04,0.05,0.06,0.07,0.07,E
PVC FITTINGS,PVC COUPLINGS,"1 1/4""",0.05,0.06,0.07,0.08,0.09,E
PVC FITTINGS,PVC COUPLINGS,"1 1/2""",0.06,0.08,0.1,0.11,0.12,E
PVC FITTINGS,PVC COUPLINGS,"2""",0.08,0.1,0.12,0.13,0.15,E
PVC FITTINGS,PVC COUPLINGS,"2 1/2""",0.08,0.1,0.12,0.13,0.15,E
PVC FITTINGS,PVC COUPLINGS,"3""",0.12,0.15,0.18,0.2,0.22,E
PVC FITTINGS,PVC COUPLINGS,"3 1/2""",0.12,0.15,0.18,0.2,0.22,E
PVC FITTINGS,PVC COUPLINGS,"4""",0.12,0.15,0.18,0.2,0.22,E
PVC FITTINGS,PVC COUPLINGS,"5""",0.16,0.2,0.24,0.26,0.29,E
PVC FITTINGS,PVC COUPLINGS,"6""",0.2,0.25,0.3,0.33,0.36,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"1/2""",0.04,0.05,0.06,0.07,0.07,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"3/4""",0.05,0.06,0.07,0.08,0.08,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"1""",0.07,0.08,0.09,0.1,0.11,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"1 1/4""",0.08,0.1,0.12,0.13,0.15,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"1 1/2""",0.08,0.1,0.12,0.13,0.15,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"2""",0.12,0.15,0.18,0.2,0.22,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"2 1/2""",0.12,0.15,0.18,0.2,0.22,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"3""",0.15,0.2,0.25,0.28,0.3,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"3 1/2""",0.15,0.2,0.25,0.28,0.3,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"4""",0.2,0.25,0.3,0.33,0.36,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"5""",0.25,0.3,0.35,0.39,0.42,E
PVC FITTINGS,PVC ADAPTERS (MALE OR FEMALE),"6""",0.3,0.4,0.5,0.55,0.61,E
PVC FITTINGS,BELL ENDS,"1""",0.08,0.1,0.12,0.13,0.15,E
PVC FITTINGS,BELL ENDS,"1 1/4""",0.12,0.15,0.18,0.2,0.22,E
PVC FITTINGS,BELL ENDS,"1 1/2""",0.12,0.15,0.18,0.2,0.22,E
PVC FITTINGS,BELL ENDS,"2""",0.15,0.2,0.25,0.28,0.3,E
PVC FITTINGS,BELL ENDS,"2 1/2""",0.15,0.2,0.25,0.28,0.3,E
PVC FITTINGS,BELL ENDS,"3""",0.2,0.25,0.3,0.33,0.36,E
PVC FITTINGS,BELL ENDS,"3 1/2""",0.2,0.25,0.3,0.33,0.36,E
PVC FITTINGS,BELL ENDS,"4""",0.25,0.3,0.35,0.39,0.42,E
PVC FITTINGS,BELL ENDS,"5""",0.3,0.35,0.4,0.44,0.48,E
PVC FITTINGS,BELL ENDS,"6""",0.35,0.4,0.45,0.5,0.54,E
PVC FITTINGS,BASE SPACERS,"2"" SEPARATION",0.1,0.15,0.2,0.22,0.24,E
PVC FITTINGS,BASE SPACERS,"3""",0.1,0.15,0.2,0.22,0.24,E
PVC FITTINGS,BASE SPACERS,"4""",0.1,0.15,0.2,0.22,0.24,E
PVC FITTINGS,BASE SPACERS,"5""",0.15,0.2,0.25,0.28,0.3,E
PVC FITTINGS,BASE SPACERS,"6""",0.15,0.2,0.25,0.28,0.3,E
PVC FITTINGS,INTERMEDIATE SPACERS,"2"" SEPARATION",0.06,0.1,0.14,0.15,0.17,E
PVC FITTINGS,INTERMEDIATE SPACERS,"3""",0.06,0.1,0.14,0.15,0.17,E
PVC FITTINGS,INTERMEDIATE SPACERS,"4""",0.06,0.1,0.14,0.15,0.17,E
PVC FITTINGS,INTERMEDIATE SPACERS,"5""",0.1,0.15,0.19,0.21,0.23,E
PVC FITTINGS,INTERMEDIATE SPACERS,"6""",0.1,0.15,0.19,0.21,0.23,E
PVC FITTINGS,SINGLE MOUNT,"1/2""",0.04,0.05,0.06,0.06,0.07,E
PVC FITTINGS,SINGLE MOUNT,"3/4""",0.05,0.06,0.07,0.08,0.08,E
PVC FITTINGS,SINGLE MOUNT,"1""",0.07,0.08,0.09,0.1,0.11,E
PVC FITTINGS,DOUBLE MOUNT,"1/2""",0.05,0.06,0.07,0.08,0.08,E
PVC FITTINGS,DOUBLE MOUNT,"3/4""",0.06,0.07,0.08,0.09,0.1,E
PVC FITTINGS,DOUBLE MOUNT,"1""",0.08,0.09,0.1,0.11,0.13,E
PVC FITTINGS,TWO HOLE STRAPS,"1/2""",0.06,0.07,0.08,0.09,0.1,E
PVC FITTINGS,TWO HOLE STRAPS,"3/4""",0.07,0.08,0.09,0.1,0.11,E
PVC FITTINGS,TWO HOLE STRAPS,"1""",0.09,0.1,0.12,0.13,0.14,E
PVC FITTINGS,TWO HOLE STRAPS,"1 1/4""",0.11,0.13,0.15,0.16,0.18,E
PVC FITTINGS,TWO HOLE STRAPS,"1 1/2""",0.13,0.15,0.17,0.19,0.21,E
PVC FITTINGS,TWO HOLE STRAPS,"2""",0.15,0.18,0.21,0.23,0.25,E
PVC FITTINGS,TWO HOLE STRAPS,"2 1/2""",0.17,0.2,0.23,0.25,0.27,E
PVC FITTINGS,TWO HOLE STRAPS,"3""",0.19,0.22,0.25,0.27,0.3,E
PVC FITTINGS,TWO HOLE STRAPS,"3 1/2""",0.21,0.24,0.27,0.29,0.32,E
PVC FITTINGS,TWO HOLE STRAPS,"4""",0.23,0.26,0.29,0.32,0.35,E
PVC FITTINGS,TWO HOLE STRAPS,"5""",0.25,0.28,0.31,0.34,0.37,E
PVC FITTINGS,TWO HOLE STRAPS,"6""",0.27,0.3,0.33,0.36,0.4,E
PVC FITTINGS,FLEXIBLE COUPLINGS,"2""",0.13,0.15,0.17,0.19,0.21,E
PVC FITTINGS,FLEXIBLE COUPLINGS,"3""",0.19,0.23,0.26,0.28,0.31,E
PVC FITTINGS,FLEXIBLE COUPLINGS,"4""",0.19,0.23,0.26,0.28,0.31,E
PVC FITTINGS,FLEXIBLE COUPLINGS,"5""",0.26,0.3,0.35,0.38,0.42,E
PVC FITTINGS,FLEXIBLE COUPLINGS,"6""",0.32,0.38,0.43,0.47,0.52,E
PVC FITTINGS,EXPANSION COUPLINGS,"1/2""",0.13,0.15,0.17,0.19,0.21,E
PVC FITTINGS,EXPANSION COUPLINGS,"3/4""",0.13,0.15,0.17,0.19,0.21,E
PVC FITTINGS,EXPANSION COUPLINGS,"1""",0.17,0.2,0.23,0.25,0.28,E
PVC FITTINGS,EXPANSION COUPLINGS,"1 1/4""",0.17,0.2,0.23,0.25,0.28,E
PVC FITTINGS,EXPANSION COUPLINGS,"1 1/2""",0.21,0.25,0.29,0.32,0.35,E
PVC FITTINGS,EXPANSION COUPLINGS,"2""",0.26,0.3,0.35,0.38,0.42,E
PVC FITTINGS,EXPANSION COUPLINGS,"2 1/2""",0.3,0.35,0.4,0.44,0.49,E
PVC FITTINGS,EXPANSION COUPLINGS,"3""",0.34,0.4,0.46,0.51,0.56,E
PVC FITTINGS,EXPANSION COUPLINGS,"3 1/2""",0.38,0.45,0.52,0.57,0.63,E
PVC FITTINGS,EXPANSION COUPLINGS,"4""",0.43,0.5,0.58,0.63,0.7,E
PVC FITTINGS,EXPANSION COUPLINGS,"5""",0.51,0.6,0.69,0.76,0.83,E
PVC FITTINGS,EXPANSION COUPLINGS,"6""",0.6,0.7,0.81,0.89,0.97,E
PVC FITTINGS,CONDUIT PLUGS,"2""",0.04,0.08,0.09,0.1,0.11,E
PVC FITTINGS,CONDUIT PLUGS,"3""",0.06,0.11,0.13,0.14,0.15,E
PVC FITTINGS,CONDUIT PLUGS,"4""",0.08,0.11,0.13,0.14,0.15,E
PVC FITTINGS,CONDUIT PLUGS,"5""",0.1,0.15,0.17,0.19,0.21,E
PVC FITTINGS,CONDUIT PLUGS,"6""",0.12,0.19,0.22,0.24,0.26,E
PVC FITTINGS,REDUCERS,"3/4"" - 1/2""",0.04,0.04,0.05,0.05,0.06,E
PVC FITTINGS,REDUCERS,"1"" - 1/2""",0.04,0.04,0.05,0.05,0.06,E
PVC FITTINGS,REDUCERS,"1"" - 3/4""",0.04,0.04,0.05,0.05,0.06,E
PVC FITTINGS,REDUCERS,"1 1/4"" - 3/4""",0.05,0.06,0.06,0.07,0.07,E
PVC FITTINGS,REDUCERS,"1 1/4"" - 1""",0.05,0.06,0.06,0.07,0.07,E
PVC FITTINGS,REDUCERS,"1 /2"" - 1""",0.06,0.07,0.07,0.08,0.09,E
PVC FITTINGS,REDUCERS,"1 1/2"" - 1 1/4""",0.06,0.07,0.07,0.08,0.09,E
PVC FITTINGS,REDUCERS,"2"" - 1 1/4""",0.08,0.09,0.1,0.11,0.12,E
PVC FITTINGS,REDUCERS,"2"" - 1 1/2""",0.08,0.09,0.1,0.11,0.12,E
PVC FITTINGS,REDUCERS,"2 1/2"" - 2""",0.09,0.1,0.11,0.12,0.13,E
PVC FITTINGS,REDUCERS,"3"" - 2""",0.12,0.13,0.15,0.16,0.18,E
PVC FITTINGS,REDUCERS,"3"" - 2 1/2""",0.12,0.13,0.15,0.16,0.18,E
PVC FITTINGS,REDUCERS,"4"" - 3""",0.12,0.13,0.15,0.16,0.18,E
PVC FITTINGS,SERVICE CAPS,"3/4""",0.15,0.17,0.18,0.2,0.22,E
PVC FITTINGS,SERVICE CAPS,"1""",0.15,0.17,0.18,0.2,0.22,E
PVC FITTINGS,SERVICE CAPS,"1 1/4""",0.2,0.22,0.24,0.27,0.29,E
PVC FITTINGS,SERVICE CAPS,"1 1/2""",0.2,0.22,0.24,0.27,0.29,E
PVC FITTINGS,SERVICE CAPS,"2""",0.25,0.28,0.3,0.33,0.37,E
PVC FITTINGS,SERVICE CAPS,"2 1/2""",0.3,0.33,0.36,0.4,0.44,E
PVC FITTINGS,SERVICE CAPS,"3""",0.3,0.33,0.36,0.4,0.44,E
PVC FITTINGS,SERVICE CAPS,"3 1/2""",0.34,0.37,0.41,0.45,0.5,E
PVC FITTINGS,SERVICE CAPS,"4""",0.34,0.37,0.41,0.45,0.5,E
PVC FITTINGS,METER OFFSET,"1 1/4""",0.08,0.09,0.1,0.11,0.12,E
PVC FITTINGS,METER OFFSET,"2""",0.12,0.13,0.15,0.16,0.18,E
PVC FITTINGS,OFFSET,"1/2""",0.04,0.04,0.05,0.05,0.06,E
PVC FITTINGS,OFFSET,"3/4""",0.05,0.06,0.06,0.07,0.07,E
PVC FITTINGS,OFFSET,"1""",0.06,0.07,0.07,0.08,0.09,E
PVC FITTINGS,END CAPS,"1/2""",0.02,0.03,0.03,0.03,0.04,E
PVC FITTINGS,END CAPS,"3/4""",0.03,0.04,0.04,0.04,0.05,E
PVC FITTINGS,END CAPS,"1""",0.04,0.04,0.05,0.05,0.06,E
PVC FITTINGS,END CAPS,"1 1/4""",0.05,0.05,0.06,0.06,0.07,E
PVC FITTINGS,END CAPS,"1 1/2""",0.06,0.07,0.08,0.09,0.09,E
PVC FITTINGS,END CAPS,"2""",0.08,0.09,0.1,0.11,0.12,E
PVC FITTINGS,END CAPS,"2 1/2""",0.08,0.09,0.1,0.11,0.12,E
PVC FITTINGS,END CAPS,"3""",0.12,0.13,0.15,0.16,0.18,E
PVC FITTINGS,END CAPS,"3 1/2""",0.12,0.13,0.15,0.16,0.18,E
PVC FITTINGS,END CAPS,"4""",0.12,0.13,0.15,0.16,0.18,E
PVC FITTINGS,END CAPS,"5""",0.16,0.18,0.19,0.21,0.23,E
PVC FITTINGS,END CAPS,"6""",0.2,0.22,0.24,0.27,0.29,E
PVC CONDUIT BODIES,END CAPS,"1/2""",0.09,0.11,0.13,0.15,0.16,E
PVC CONDUIT BODIES,END CAPS,"3/4""",0.09,0.11,0.13,0.15,0.16,E
PVC CONDUIT BODIES,END CAPS,"1""",0.13,0.17,0.2,0.22,0.24,E
